favorite_count,retweet_count,tweet_id
15618,4343,863553081350529029
0,2576,863471782782697472
24330,5485,863432100342583297
2312,101,863427515083354112
8960,1146,863079547188785154
8739,2576,863062471531167744
19625,5284,862831371563274240
17473,3686,862722525377298433
21043,5179,862457590147678208
76495,24325,862096992088072192
36954,11162,861383897657036800
17632,4349,861288531465048066
17158,3984,861005113778896900
0,2255,860981674716409858
0,854,860924035999428608
7700,2255,860563773140209665
24228,5515,860524505164394496
18783,3635,860276583193509888
17138,6117,860184849394610176
0,32377,860177593139703809
20070,4293,859924526012018688
15817,3664,859851578198683649
19110,1652,859607811541651456
92616,31746,859196978902773760
34891,14281,859074603037188101
0,8539,858860390427611136
16000,3649,858843525470990336
22153,5088,858471635011153920
16210,3058,858107933456039936
16611,2715,857989990357356544
35317,11167,857746408056729600
6107,1719,857393404942143489
20639,4772,857263160327368704
237,20,857214891891077121
0,179,857062103051644929
19532,4223,857029823797047296
0,11291,856602993587888130
16822,3042,856543823941562368
12217,1988,856526610513747968
0,714,856330835276025856
534,17,856288084350160898
28591,6674,856282028240666624
361,28,855862651834028034
5135,1098,855860136149123072
12234,2243,855857698524602368
46993,18712,855851453814013952
27544,5771,855818117272018944
31051,8730,855459453768019968
0,6344,855245323840757760
0,49,855138241867124737
23724,6493,854732716440526848
30485,7331,854482394044301312
19647,5000,854365224396361728
33238,7985,854120357044912130
16836,3348,854010172552949760
29801,6194,853760880890318849
36419,10867,853639147608842240
16206,3813,853299958564483072
0,2168,852936405516943360
9452,1975,852912242202992640
15609,2302,852672615818899456
17132,3768,852553447878664193
34675,10622,852311364735569921
20936,7330,852226086759018497
11991,1696,852189679701164033
0,10376,851953902622658560
0,23,851861385021730816
16986,3721,851591660324737024
25453,7606,851464819735769094
21692,6165,851224888060895234
32633,10027,850753642995093505
13708,2817,850380195714523136
3585,360,850333567704068097
17168,4126,850145622816686080
21523,5290,850019790995546112
32067,8215,849776966551130114
0,5361,849668094696017920
16712,3388,849412302885593088
12044,2044,849336543269576704
44718,9225,849051919805034497
26578,4672,848690551926992896
26113,4981,848324959059550208
8630,810,848213670039564288
17265,3336,848212111729840128
0,3531,847978865427394560
0,465,847971574464610304
24801,5550,847962785489326080
5801,1463,847842811428974592
7407,456,847617282490613760
19805,3668,847606175596138505
21585,4650,847251039262605312
21121,6357,847157206088847362
22657,3459,847116187444137987
21250,4267,846874817362120707
47317,12627,846514051647705089
14980,3368,846505985330044928
33619,9857,846153765933735936
32652,10693,846139713627017216
16936,3134,846042936437604353
31054,9525,845812042753855489
26612,5207,845677943972139009
8089,1987,845397057150107648
24742,5869,845306882940190720
0,8377,845098359547420673
14467,2824,844979544864018432
16056,3508,844973813909606400
41134,11291,844704788403113984
17490,3423,844580511645339650
14463,2391,844223788422217728
16029,3186,843981021012017153
22728,5048,843856843873095681
17934,2988,843604394117681152
22840,6619,843235543001513987
16164,3912,842846295480000512
7175,1399,842765311967449089
19238,3823,842535590457499648
26061,6344,842163532590374912
14914,3305,842115215311396866
0,16880,841833993020538882
27285,8487,841680585030541313
13455,4028,841439858740625411
21025,5940,841320156043304961
16929,5156,841314665196081154
24424,5810,841077006473256960
0,1925,840761248237133825
0,17791,840728873075638272
194,2,840698636975636481
13120,1083,840696689258311684
9582,1925,840632337062862849
17562,5009,840370681858686976
20553,6293,840268004936019968
14336,2524,839990271299457024
29383,8539,839549326359670784
0,155,839290600511926273
29050,7200,839239871831150596
20958,4382,838952994649550848
11934,2283,838921590096166913
0,37,838916489579200512
0,12197,838831947270979586
11656,1463,838561493054533637
24180,5307,838476387338051585
0,11146,838201503651401729
1791,358,838150277551247360
149,0,838085839343206401
18840,3464,838083903487373313
36563,8676,837820167694528512
4112,488,837482249356513284
13701,2548,837471256429613056
22612,5832,837366284874571778
17122,2644,837110210464448512
13618,2530,836989968035819520
20593,5085,836753516572119041
13494,2449,836677758902222849
0,607,836648853927522308
0,30428,836397794269200385
15740,3241,836380477523124226
22735,4729,836260088725786625
20466,4754,836001077879255040
0,9036,835685285446955009
19077,4003,835574547218894849
0,1878,835536468978302976
0,23249,835309094223372289
17544,3300,835297930240217089
8319,1878,835264098648616962
2233,81,835246439529840640
27991,6347,835172783151792128
24081,3347,835152434251116546
11612,1824,834931633769889797
22614,6029,834786237630337024
14699,2800,834574053763584002
0,11795,834477809192075265
10315,1851,834458053273591808
22106,5299,834209720923721728
16886,4015,834167344700198914
10778,2353,834089966724603904
13997,2449,834086379323871233
14379,2660,833863086058651648
16451,3805,833826103416520705
0,241,833732339549220864
22179,3544,833722901757046785
15956,2285,833479644947025920
21688,5361,833124694597443584
14287,2453,832998151111966721
0,42,832769181346996225
18055,4009,832757312314028032
12758,3264,832682457690300417
3140,576,832645525019123713
17035,3105,832636094638288896
12849,2471,832397543355072512
18425,3531,832369877331693569
12140,2590,832273440279240704
0,6866,832215909146226688
0,10388,832215726631055365
72,2,832088576586297345
0,10797,832040443403784192
19209,5171,832032802820481025
25815,6820,831939777352105988
366,36,831926988323639298
29741,7243,831911600680497154
11234,2011,831670449226514432
7729,2168,831650051525054464
9691,2555,831552930092285952
9863,1695,831322785565769729
6989,1233,831315979191906304
12584,2705,831309418084069378
12814,2277,831262627380748289
8577,1671,830956169170665475
72031,18731,830583320585068544
0,6337,830173239259324417
10585,3349,830097400375152640
0,5579,829878982036299777
13180,2185,829861396166877184
34185,11795,829501995190984704
11284,2263,829449946868879360
37331,10376,829374341691346946
26404,8248,829141528400556032
57093,18062,829011960981237760
0,3785,828801551087042563
27536,6539,828770345708580865
39455,12489,828708714936930305
10261,1493,828650029636317184
6768,1275,828409743546925057
8243,1424,828408677031882754
13612,2472,828381636999917570
7974,1184,828376505180889089
13509,3255,828372645993398273
2362,191,828361771580813312
12690,3180,828046555563323392
11162,2386,828011680017821696
21738,5824,827933404142436356
16668,3344,827653905312006145
8008,1053,827600520311402496
17147,3409,827324948884643840
11425,2500,827199976799354881
23321,5579,826958653328592898
39450,11456,826848821049180160
0,4391,826615380357632002
5529,284,826598799820865537
10878,2619,826598365270007810
19892,4680,826476773533745153
14330,2889,826240494070030336
5265,1049,826204788643753985
16939,3490,826115272272650244
11309,2087,825876512159186944
13757,2780,825829644528148480
56236,19206,825535076884762624
19794,5109,825147591692263424
0,1440,825120256414846976
6876,1440,825026590719483904
0,6124,824796380199809024
16197,3939,824775126675836928
10899,1942,824663926340194305
12751,11593,824325613288833024
16262,4317,824297048279236611
5168,665,824025158776213504
11526,3030,823939628516474880
0,12600,823719002937630720
13603,2698,823699002998870016
14107,2962,823581115634085888
758,29,823333489516937216
17063,4510,823322678127919110
0,11037,823269594223824897
18745,3852,822975315408461824
143493,49166,822872901745569793
14300,2553,822859134160621569
0,7171,822647212903690241
15999,3316,822610361945911296
19669,7171,822489057087389700
31023,16560,822462944365645825
38007,11037,822244816520155136
0,5399,822163064745328640
12333,2627,821886076407029760
0,3742,821813639212650496
9146,1864,821765923262631936
8692,1978,821522889702862852
0,6263,821421320206483457
12802,4891,821407182352777218
276,10,821153421864615936
9486,2259,821149554670182400
10429,2389,821107785811234820
13715,2563,821044531881721856
0,7500,820837357901512704
34279,11146,820749716845686786
13257,3621,820690176645140481
0,633,820494788566847489
0,2896,820446719150292993
3621,633,820314633777061888
21480,7043,820078625395449857
0,1327,820013781606658049
5786,1327,819952236453363712
13982,5433,819924195358416896
14603,3518,819711362133872643
10385,2209,819588359383371776
7851,1347,819347104292290561
2493,453,819238181065359361
25099,7500,819227688460238848
0,41044,819015337530290176
0,21172,819015331746349057
48999,21172,819006400881917954
93752,41044,819004803107983360
0,23407,818646164899774465
24125,8347,818627210458333184
10735,2896,818614493328580609
0,6919,818588835076603904
11885,2784,818536468981415936
0,9113,818307523543449600
11970,2559,818259473185828864
13381,2918,818145370475810820
5254,887,817908911860748288
56438,30428,817827839487737858
11634,2992,817777686764523521
12839,3403,817536400337801217
0,3809,817502432452313088
37293,16880,817423860136083457
6120,1080,817415592588222464
0,9565,817181837579653120
9494,2258,817171292965273600
13210,2944,817120970343411712
9325,1854,817056546584727552
0,5313,816829038950027264
10883,2291,816816676327063552
10667,2471,816697700272001025
33296,9113,816450570814898180
9372,2198,816336735214911488
9717,2417,816091915477250048
0,1179,816062466425819140
0,5974,816014286006976512
5442,1179,815990720817401858
24496,9565,815966073409433600
0,4640,815745968457060357
10712,2550,815736392542261248
8961,1849,815639385530101762
11248,4274,815390420867969024
8320,1456,814986499976527872
12286,3048,814638523311648768
0,6553,814578408554463233
9450,2088,814530161257443328
31337,9778,814153002265309185
0,3633,813944609378369540
10119,2118,813910438903693312
39602,15774,813812741911748608
9099,1983,813800681631023104
20368,8206,813217897535406080
9991,2024,813202720496779264
21634,4915,813187593374461952
10189,2167,813172488309972993
8440,2489,813157409116065792
9168,2654,813142292504645637
4869,498,813130366689148928
12947,3530,813127251579564032
11264,3105,813112105746448384
11466,4074,813096984823349248
10775,3119,813081950185472002
8669,2187,813066809284972545
22847,8236,813051746834595840
8250,2149,812781120811126785
0,7822,812747805718642688
7223,1610,812709060537683968
6644,1380,812503143955202048
8724,2171,812466873996607488
14934,4131,812372279581671427
7937,1587,811985624773361665
8243,1817,811744202451197953
6088,837,811647686436880384
13982,3536,811627233043480576
22809,7210,811386762094317568
5826,1608,810984652412424192
9869,2013,810896069567610880
11970,2974,810657578271330305
38748,12910,810284430598270976
16037,3785,810254108431155201
16903,4391,809920764300447744
0,5534,809808892968534016
7564,1658,809448704142938112
21778,6337,809220051211603969
14414,3952,809084759137812480
11028,3425,808838249661788160
8620,2440,808733504066486276
12322,2918,808501579447930884
46427,23407,808344865868283904
0,6729,808134635716833280
9517,2458,808106460588765185
13739,3983,808001312164028416
15936,4151,807621403335917568
123097,61173,807106840509214720
0,8282,807059379405148160
14233,4297,807010152071229440
82246,39473,806629075125202948
0,6222,806620845233815552
5283,2178,806576416489959424
11148,2678,806542213899489280
0,13205,806242860592926720
7002,1353,806219024703037440
0,6058,805958939288408065
9021,2141,805932879469572096
7183,2065,805826884734976000
0,9096,805823200554876929
6261,1866,805520635690676224
9569,2856,805487436403003392
8496,1915,805207613751304193
15015,4348,804738756058218496
6728,2269,804475857670639616
0,3627,804413760345620481
48757,18297,804026241225523202
10987,3126,803773340896923648
0,8398,803692223237865472
12008,4678,803638050916102144
8459,2097,803380650405482500
0,6030,803321560782307329
10965,2784,803276597545603072
9861,2261,802952499103731712
0,3300,802624713319034886
7779,1656,802600418706604034
9774,2828,802572683846291456
17770,6598,802323869084381190
6925,1531,802265048156610565
9912,2939,802239329049477120
0,303,802185808107208704
8438,1928,801958328846974976
1922,263,801854953262350336
8950,2323,801538201127157760
6634,936,801285448605831168
26829,6729,801167903437357056
0,4492,801127390143516673
8825,2357,801115127852503040
756,109,800859414831898624
0,1839,800855607700029440
11470,3124,800751577355128832
14386,3395,800513324630806528
10333,2423,800459316964663297
0,4891,800443802682937345
12197,3158,800388270626521089
0,4444,800188575492947969
16730,2896,800141422401830912
31065,14902,800018252395122689
0,5306,799774291445383169
9196,2439,799757965289017345
8793,2157,799422933579902976
0,6263,799308762079035393
10845,3136,799297110730567681
8850,2782,799063482566066176
14410,5064,798933969379225600
8114,1621,798925684722855936
0,7481,798705661114773508
0,8837,798701998996647937
0,7357,798697898615730177
0,5625,798694562394996736
0,2620,798686750113755136
0,5352,798682547630837760
0,6280,798673117451325440
0,4393,798665375516884993
0,2090,798644042770751489
0,2215,798628517273620480
0,6457,798585098161549313
0,6660,798576900688019456
0,3802,798340744599797760
11346,2875,798209839306514432
12754,3553,797971864723324932
15887,5476,797545162159308800
21896,7487,797236660651966464
251,32,797165961484890113
0,10079,796904159865868288
8395,2144,796865951799083009
12992,3456,796759840936919040
0,8276,796563435802726400
8299,1990,796484825502875648
12069,4706,796387464403357696
0,16181,796177847564038144
35445,16181,796149749086875649
5416,2016,796125600683540480
9936,2734,796116448414461957
9251,2614,796080075804475393
11826,4173,796031486298386433
54587,26917,795464331001561088
11059,3237,795400264262053889
17776,6124,795076730285391872
0,3812,794983741416415232
11253,2616,794926597468000259
0,11635,794355576146903043
10456,2988,794332329137291264
10086,3758,794205286408003585
18455,5534,793962221541933056
10073,2119,793845145112371200
0,3532,793614319594401792
8725,1848,793601777308463104
11706,2692,793500921481273345
26969,10388,793286476301799424
9447,2664,793271401113350145
21877,9409,793256262322548741
11541,3707,793241302385262592
10765,3228,793226087023144960
9778,3186,793210959003287553
16730,6343,793195938047070209
7570,2241,793180763617361921
10288,3146,793165685325201412
6755,1930,793150605191548928
7069,2802,793135492858580992
13892,4404,793120401413079041
15724,4544,792913359805018113
12391,4827,792883833364439040
8038,1899,792773781206999040
14785,4846,792394556390137856
7861,2030,792050063153438720
0,23750,791821351946420224
0,10929,791784077045166082
0,4292,791780927877898241
49353,25113,791774931465953280
12858,3532,791672322847637504
14380,4640,791406955684368384
9626,2865,791312159183634433
0,4664,791026214425268224
10842,2413,790987426131050500
18187,5313,790946055508652032
0,2618,790723298204217344
8984,2151,790698755171364864
22641,8089,790581949425475584
8563,2105,790337589677002753
13755,3633,790277117346975746
0,4049,790227638568808452
10138,2618,789986466051088384
0,4695,789960241177853952
11388,4673,789903600034189313
8253,2011,789628658055020548
7433,2183,789599242079838210
12875,3812,789530877013393408
9432,2604,789314372632018944
0,5594,789280767834746880
9989,2924,789268448748703744
10637,3150,789137962068021249
29981,14000,788908386943430656
30032,11635,788765914992902144
0,8162,788552643979468800
17081,5987,788412144018661376
7915,2403,788178268662984705
6732,1472,788150585577050112
0,3850,788070120937619456
6716,1493,788039637453406209
9499,3442,787810552592695296
11176,3136,787717603741622272
11857,3194,787397959788929025
8535,1971,787322443945877504
0,7560,787111942498508800
29068,9036,786963064373534720
0,2735,786729988674449408
19891,6866,786709082849828864
11682,2898,786664955043049472
10285,3501,786595970293370880
11928,3956,786363235746385920
8737,3238,786286427768250368
16777,5399,786233965241827333
1574,174,786051337297522688
0,7968,786036967502913536
12437,3557,785927819176054784
7312,2063,785872687017132033
8540,2494,785639753186217984
9975,2268,785533386513321988
6668,1427,785515384317313025
7948,1849,785264754247995392
13234,5489,785170936622350336
11098,3627,784826020293709826
9815,2861,784517518371221505
6212,1445,784431430411685888
21998,9096,784183165795655680
32706,12600,784057939640352768
32885,12197,783839966405230592
8046,2216,783821107061198850
11400,3624,783695101801398276
9254,2540,783466772167098368
18472,6214,783391753726550016
0,6327,783347506784731136
31945,13205,783334639985389568
8901,2494,783085703974514689
26374,8282,782969140009107456
8150,1569,782747134529531904
18848,6058,782722598790725632
8509,2118,782598640137187329
18214,6263,782305867769217024
0,7024,782021823840026624
12109,3787,781955203444699136
11405,3046,781661882474196992
4368,1256,781655249211752448
22661,6222,781524693396357120
7789,2865,781308096455073793
9224,2365,781251288990355457
10655,3065,781163403222056960
23610,8276,780931614150983680
7841,2244,780858289093574656
6019,1459,780800785462489090
13203,3742,780601303617732608
6878,1954,780543529827336192
0,4183,780496263422808064
0,133,780476555013349377
5765,1194,780459368902959104
9508,2520,780192070812196864
0,2582,780092040432480260
13379,5617,780074436359819264
20774,7968,779834332596887552
9632,3504,779377524342161408
0,20687,779124354206535695
12877,4092,779123168116150273
16140,5086,779056095788752897
21837,8186,778990705243029504
0,11190,778774459159379968
935,411,778764940568104960
7529,1501,778748913645780993
6299,1680,778650543019483137
5068,1137,778624900596654080
14867,4882,778408200802557953
0,13751,778396591732486144
6373,1234,778383385161035776
11310,3717,778286810187399168
9234,2967,778039087836069888
7148,1825,778027034220126208
0,3957,777953400541634568
6923,1845,777885040357281792
12242,3300,777684233540206592
0,4791,777641927919427584
9536,2801,777621514455814149
15589,4850,777189768882946048
0,15388,776819012571455488
5317,1357,776813020089548800
9660,3148,776477788987613185
0,10297,776249906839351296
32681,17930,776218204058357768
10448,2822,776201521193218049
12801,4891,776113305656188928
2002,171,776088319444877312
0,17348,775898661951791106
12746,3010,775842724423557120
15076,4492,775733305207554048
14062,5134,775729183532220416
8105,3351,775364825476165632
11058,4392,775350846108426240
16928,5306,775085132600442880
9289,1977,774757898236878852
7311,1950,774639387460112384
23670,6263,774314403806253056
11686,4354,773985732834758656
6951,1935,773922284943896577
7174,1835,773704687002451968
5790,1452,773670353721753600
23992,6919,773547596996571136
0,5722,773336787167145985
25259,8377,773308824254029826
10198,3586,773247561583001600
10869,4603,773191612633579521
9343,4357,772877495989305348
8672,2604,772826264096874500
0,3772,772615324260794368
7043,1900,772581559778025472
6530,1552,772193107915964416
4099,1261,772152991789019136
4074,818,772117678702071809
2942,527,772114945936949249
4356,1035,772102971039580160
7141,2118,771908950375665664
13063,3802,771770456517009408
8978,2928,771500966810099713
11456,5722,771380798096281600
0,8455,771171053431250945
9990,3264,771136648247640064
6750,1606,771102124360998913
7472,1849,771014301343748096
0,245,771004394259247104
5383,1370,770787852854652928
5636,1581,770772759874076672
0,50913,770743923962707968
7957,1952,770655142660169732
6839,2307,770414278348247044
6769,1666,770293558247038976
0,3401,770093767776997377
8225,2573,770069151037685760
34187,10797,769940425801170949
6949,1862,769695466921623552
0,8584,769335591808995329
5863,1918,769212283578875904
15652,7320,768970937022709760
0,3026,768909767477751808
4564,1002,768855141948723200
4472,1349,768609597686943744
5467,1428,768596291618299904
0,6509,768554158521745409
14770,3831,768473857036525572
11839,3957,768193404517830656
5167,1574,767884188863397888
17418,6030,767754930266464257
8128,2606,767500508068192258
13332,4270,767191397493538821
10975,3181,767122157629476866
0,6325,766864461642756096
5517,1522,766793450729734144
2816,428,766714921925144576
4379,883,766693177336135680
6536,1775,766423258543644672
7351,2107,766313316352462849
0,2891,766078092750233600
4646,975,766069199026450432
4054,554,766008592277377025
7841,2404,765719909049503744
5629,1360,765669560888528897
28562,3778,765395769549590528
7690,2402,765371061932261376
12614,3772,765222098633691136
6944,1967,764857477905154048
6571,1696,764259802650378240
797,59,763956972077010945
13688,4664,763837565564780549
5879,1652,763183847194451968
0,3376,763167063695355904
7976,2534,763103485927849985
13212,4049,762699858130116608
12250,7275,762471784394268675
11221,4695,762464539388485633
5230,1257,762316489655476224
34681,17404,762035686371364864
5863,2249,761976711479193600
0,4398,761750502866649088
4613,952,761745352076779520
53679,32377,761672994376806400
4476,1308,761599872357261312
0,19941,761371037149827077
5658,1612,761334018830917632
4833,1229,761292947749015552
5769,1721,761227390836215808
12208,3850,761004547850530816
4142,1079,760893934457552897
7157,2143,760656994973933572
5370,1439,760641137271070720
8213,4040,760539183865880579
4580,1555,760521673607086080
29012,12781,760290219849637889
4264,961,760252756032651264
6186,2014,760190180481531904
0,37,760153949710192640
6441,2322,759943073749200896
15917,6325,759923798737051648
7275,2208,759846353224826880
6468,2120,759793422261743616
0,23558,759566828574212096
5090,1306,759557299618865152
9221,2735,759447681597108224
1813,546,759446261539934208
6566,2162,759197388317847553
0,1307,759159934323924993
15749,4662,759099523532779520
7058,2242,759047813560868866
3839,993,758854675097526272
12098,4248,758828659922702336
6195,1775,758740312047005698
4134,1101,758474966123810816
5202,2472,758467244762497024
5625,2137,758405701903519748
3715,1206,758355060040593408
20802,11190,758099635764359168
2939,421,758041019896193024
7448,3605,757741869644341248
0,9037,757729163776290825
4915,1357,757725642876129280
4928,1239,757611664640446465
0,322,757597904299253760
4716,1178,757596066325864448
16408,7567,757400162377592832
6322,1938,757393109802180609
4892,1584,757354760399941633
6775,2207,756998049151549440
7193,2226,756939218950160384
5491,1468,756651752796094464
11264,4027,756526248105566208
4279,1199,756303284449767430
45944,19398,756288534030475264
6967,1699,756275833623502848
7938,3194,755955933503782912
17801,5968,755206590534418437
22940,12294,755110668769038337
0,8912,754874841593970688
7431,2793,754856583969079297
2787,578,754747087846248448
5735,2154,754482103782404096
4062,817,754449512966619136
8475,2584,754120377874386944
9514,3995,754011816964026368
6329,2423,753655901052166144
8559,3961,753420520834629632
6258,2121,753398408988139520
8227,2582,753375668877008896
0,6406,753298634498793472
3684,1156,753294487569522689
40142,23249,753039830821511168
4212,1081,753026973505581056
13653,7560,752932432744185856
7432,1741,752917284578922496
0,3194,752701944171524096
6494,1786,752682090207055872
4771,1744,752660715232722944
6005,2534,752568224206688256
7965,3810,752519690950500352
4132,1223,752334515931054080
0,18485,752309394570878976
6432,2050,752173152931807232
3336,1031,751950017322246144
5647,1487,751937170840121344
6276,2166,751830394383790080
6336,3235,751793661361422336
8530,3352,751598357617971201
4770,1238,751583847268179968
5440,1402,751538714308972544
3460,1096,751456908746354688
13510,6511,751251247299190784
6817,2025,751205363882532864
5495,1441,751132876104687617
5179,1545,750868782890057730
14283,5594,750719632563142656
4813,1273,750506206503038976
14241,4791,750429297815552001
4902,1262,750383411068534784
741,35,750381685133418496
3337,1069,750147208377409536
3911,1399,750132105863102464
4660,1436,750117059602808832
3290,931,750101899009982464
2341,600,750086836815486976
8461,3700,750071704093859840
3378,984,750056684286914561
3427,685,750041628174217216
2926,872,750026558547456000
3495,1005,750011400160841729
3265,891,749996283729883136
5514,2712,749981277374128128
5015,1449,749774190421639168
6585,1847,749417653287129088
2831,604,749403093750648834
9275,3833,749395845976588288
5922,2449,749317047558017024
6222,2295,749075273010798592
5170,1674,749064354620928000
3345,864,749036806121881602
11573,3774,748977405889503236
6312,2489,748932637671223296
2981,1042,748705597323898880
5103,1767,748699167502000129
4570,1471,748692773788876800
6548,2204,748575535303884801
2349,746,748568946752774144
5621,1367,748346686624440324
8272,4565,748337862848962560
3994,843,748324050481647620
3959,792,748307329658011649
15213,8606,748220828303695873
6250,2379,747963614829678593
7145,2816,747933425676525569
3180,1093,747885874273214464
3020,823,747844099428986880
5228,1284,747816857231626240
1486,174,747651430853525504
13886,6446,747648653817413632
2500,602,747600769478692864
3970,1165,747594051852075008
5985,1744,747512671126323200
4163,1144,747461612269887489
5852,2129,747439450712596480
0,3177,747242308580548608
5682,1738,747219827526344708
3644,1010,747204161125646336
10326,4423,747103485104099331
3102,328,746906459439529985
6445,2366,746872823977771008
5692,1893,746818907684614144
5233,1760,746790600704425984
10268,4292,746757706116112384
6494,1972,746726898085036033
5417,2054,746542875601690625
0,1084,746521445350707200
4988,1191,746507379341139972
6500,1811,746369468511756288
7411,2426,746131877086527488
3809,906,746056683365994496
4347,1172,745789745784041472
7488,2560,745712589599014916
7642,2797,745433870967832576
9219,2689,745422732645535745
7695,3055,745314880350101504
8410,3872,745074613265149952
7776,2515,745057283344719872
3209,692,744995568523612160
8453,2961,744971049620602880
6009,1712,744709971296780288
7253,2359,744334592493166593
128364,77411,744234799360020481
1826,411,744223424764059648
4456,1199,743980027717509120
3914,1052,743895849529389061
0,2307,743835915802583040
4812,1512,743609206067040256
19814,7225,743595368194129920
3775,1035,743545585370791937
8467,4064,743510151680958465
4534,1330,743253157753532416
6653,2098,743222593470234624
4114,1503,743210557239623680
7565,3897,742534281772302336
4773,2185,742528092657332225
7783,4256,742465774154047488
10566,4183,742423170473463808
7290,2190,742385895052087300
4653,1510,742161199639494656
5523,1714,742150209887731712
4878,1660,741793263812808706
8757,3035,741743634094141440
3941,917,741438259667034112
9409,3554,741303864243200000
10743,6074,741099773336379392
10116,3401,741067306818797568
6864,3041,740995100998766593
3652,1025,740711788199743490
3036,855,740699697422163968
19436,7481,740676976021798912
37209,14625,740373189193256964
2660,480,740365076218183684
3537,938,740359016048689152
7168,2161,740214038584557568
21380,6509,739979191639244800
4341,1184,739932936087216128
4061,934,739844404073074688
4087,1500,739623569819336705
5773,1818,739606147276148736
42635,23558,739544079319588864
7725,3226,739485634323156992
73373,50913,739238157791694849
115,6,738891149612572673
4033,1247,738885046782832640
3575,890,738883359779196928
5458,1714,738537504001953792
3511,934,738402415918125056
4625,1326,738184450748633089
9420,3739,738166403467907072
2708,725,738156290900254721
5639,1943,737826014890496000
10692,3797,737800304142471168
5401,1466,737678689543020544
11050,4897,737445876994609152
3862,882,737322739594330112
15698,8119,737310737551491075
4620,1912,736736130620620800
19011,8162,736392552031657984
4284,1365,736365877722001409
8704,3031,736225175608430592
8464,3257,736010884653420544
3859,1259,735991953473572864
4302,1198,735648611367784448
6627,2589,735635087207878657
13907,5572,735274964362878976
3595,967,735256018284875776
3348,1056,735137028879360001
2923,564,734912297295085568
13433,6900,734787690684657664
