tweet_id,Date_of_tweet,source,favorite_count,retweet_count,Dog_image,Prediction_Dog_Breed,Dog_stage,hour_of_day,rating
887517139158093824,2017-07-19,Twitter for iPhone,46273,11757,https://pbs.twimg.com/ext_tw_video_thumb/887517108413886465/pu/img/WanJKwssZj4VJvL9.jpg,limousine,None ,3,14
887473957103951883,2017-07-19,Twitter for iPhone,69183,18388,https://pbs.twimg.com/media/DFDw2tyUQAAAFke.jpg,Pembroke,None ,0,13
887343217045368832,2017-07-18,Twitter for iPhone,33731,10492,https://pbs.twimg.com/ext_tw_video_thumb/887343120832229379/pu/img/6HSuFrW1lzI_9Mht.jpg,Mexican_hairless,None ,16,13
887101392804085760,2017-07-18,Twitter for iPhone,30566,6007,https://pbs.twimg.com/media/DE-eAq6UwAA-jaE.jpg,Samoyed,None ,0,12
886983233522544640,2017-07-17,Twitter for iPhone,35185,7829,https://pbs.twimg.com/media/DE8yicJW0AAAvBJ.jpg,Chihuahua,None ,16,13
886736880519319552,2017-07-16,Twitter for iPhone,12085,3323,https://pbs.twimg.com/media/DE5Se8FXcAAJFx4.jpg,kuvasz,None ,23,13
886680336477933568,2017-07-16,Twitter for iPhone,22449,4506,https://pbs.twimg.com/media/DE4fEDzWAAAyHMM.jpg,convertible,None ,20,13
886366144734445568,2017-07-15,Twitter for iPhone,21153,3204,https://pbs.twimg.com/media/DE0BTnQUwAApKEH.jpg,French_bulldog,pupper,23,12
886258384151887873,2017-07-15,Twitter for iPhone,28010,6341,https://pbs.twimg.com/media/DEyfTG4UMAE4aE9.jpg,pug,None ,16,13
885984800019947520,2017-07-14,Twitter for iPhone,32739,6868,https://pbs.twimg.com/media/DEumeWWV0AA-Z61.jpg,Blenheim_spaniel,None ,22,12
885528943205470208,2017-07-13,Twitter for iPhone,36034,6492,https://pbs.twimg.com/media/DEoH3yvXgAAzQtS.jpg,pug,None ,15,13
885167619883638784,2017-07-12,Twitter for iPhone,21971,4415,https://pbs.twimg.com/media/DEi_N9qXYAAgEEw.jpg,malamute,None ,16,13
884925521741709313,2017-07-12,Twitter for iPhone,77639,18601,https://pbs.twimg.com/media/DEfjEaNXkAAtPlj.jpg,Italian_greyhound,None ,0,12
884876753390489601,2017-07-11,Twitter for iPhone,27962,5836,https://pbs.twimg.com/media/DEe2tZXXkAAwyX3.jpg,chow,None ,20,13
884562892145688576,2017-07-11,Twitter for iPhone,24322,4911,https://pbs.twimg.com/media/DEaZQkfXUAEC7qB.jpg,pug,None ,0,13
884441805382717440,2017-07-10,Twitter for iPhone,27012,5698,https://pbs.twimg.com/media/DEYrIZwWsAA2Wo5.jpg,Pembroke,None ,15,14
884162670584377345,2017-07-09,Twitter for iPhone,20403,3012,https://pbs.twimg.com/media/DEUtQbzW0AUTv_o.jpg,German_shepherd,doggo,21,12
883838122936631299,2017-07-09,Twitter for iPhone,21923,3478,https://pbs.twimg.com/media/DEQGFgAXUAAEvfi.jpg,Doberman,None ,0,12
883482846933004288,2017-07-08,Twitter for iPhone,46014,10045,https://pbs.twimg.com/media/DELC9dZXUAADqUk.jpg,golden_retriever,None ,0,5
883360690899218434,2017-07-07,Twitter for iPhone,22579,3712,https://pbs.twimg.com/media/DEJT3FeXoAAtwUy.jpg,chow,floofer,16,13
883117836046086144,2017-07-07,Twitter for iPhone,37255,6735,https://pbs.twimg.com/media/DEF2-_hXoAAs62q.jpg,golden_retriever,None ,0,13
882992080364220416,2017-07-06,Twitter for iPhone,23974,3957,https://pbs.twimg.com/media/DEEEnIqXYAAiJh_.jpg,Eskimo_dog,None ,15,13
882762694511734784,2017-07-06,Twitter for iPhone,28351,4968,https://pbs.twimg.com/media/DEAz_HHXsAA-p_z.jpg,Labrador_retriever,pupper,0,12
882627270321602560,2017-07-05,Twitter for iPhone,27921,6152,https://pbs.twimg.com/media/DD-40X3WAAAJPU5.jpg,Pembroke,None ,15,13
882268110199369728,2017-07-04,Twitter for iPhone,45020,11712,https://pbs.twimg.com/media/DD5yKdPW0AArzX8.jpg,golden_retriever,None ,16,13
882045870035918850,2017-07-04,Twitter for iPhone,29400,5037,https://pbs.twimg.com/media/DD2oCl2WAAEI_4a.jpg,web_site,None ,1,13
881906580714921986,2017-07-03,Twitter for iPhone,24326,3423,https://pbs.twimg.com/media/DD0pWm9XcAAeSBL.jpg,Weimaraner,None ,16,12
881666595344535552,2017-07-03,Twitter for iPhone,50606,10780,https://pbs.twimg.com/media/DDxPFwbWAAEbVVR.jpg,Saluki,None ,0,13
881536004380872706,2017-07-02,Twitter for iPhone,49525,16146,https://pbs.twimg.com/ext_tw_video_thumb/881535971568889856/pu/img/9bawiZ--8FKywTkz.jpg,Samoyed,pupper,15,14
881268444196462592,2017-07-01,Twitter for iPhone,23099,5200,https://pbs.twimg.com/media/DDrk-f9WAAI-WQv.jpg,tusker,None ,21,12
880935762899988482,2017-06-30,Twitter for iPhone,17018,2804,https://pbs.twimg.com/media/DDm2Z5aXUAEDS2u.jpg,street_sign,None ,23,13
880872448815771648,2017-06-30,Twitter for iPhone,21323,3857,https://pbs.twimg.com/media/DDl8zzJW0AAisCJ.jpg,Pembroke,None ,19,12
880465832366813184,2017-06-29,Twitter for iPhone,28562,6351,https://pbs.twimg.com/media/DDgK-J4XUAIEV9W.jpg,golden_retriever,None ,16,12
880221127280381952,2017-06-29,Twitter for iPhone,27110,4277,https://pbs.twimg.com/media/DDcscbXU0AIfDzs.jpg,Chihuahua,None ,0,12
880095782870896641,2017-06-28,Twitter for iPhone,27659,4401,https://pbs.twimg.com/media/DDa6ckbXgAAM1vV.jpg,miniature_pinscher,None ,16,11
879862464715927552,2017-06-28,Twitter for iPhone,22334,3533,https://pbs.twimg.com/media/DDXmPrbWAAEKMvy.jpg,basset,None ,0,13
879492040517615616,2017-06-27,Twitter for iPhone,23436,3218,https://pbs.twimg.com/media/DDSVWMvXsAEgmMK.jpg,German_short-haired_pointer,None ,0,12
879415818425184262,2017-06-26,Twitter for iPhone,106035,44641,https://pbs.twimg.com/ext_tw_video_thumb/879415784908390401/pu/img/cX7XI1TnUsseGET5.jpg,English_springer,None ,19,13
879376492567855104,2017-06-26,Twitter for iPhone,16783,3153,https://pbs.twimg.com/media/DDQsQGFV0AAw6u9.jpg,tricycle,None ,16,12
879050749262655488,2017-06-25,Twitter for iPhone,22622,4769,https://pbs.twimg.com/media/DDMD_phXoAQ1qf0.jpg,tabby,None ,18,11
879008229531029506,2017-06-25,Twitter for iPhone,18992,2723,https://pbs.twimg.com/media/DDLdUrqXYAMOVzY.jpg,vizsla,None ,16,13
878776093423087618,2017-06-25,Twitter for iPhone,19401,4170,https://pbs.twimg.com/media/DDIKMXzW0AEibje.jpg,Italian_greyhound,puppo,0,13
878281511006478336,2017-06-23,Twitter for iPhone,7769,1310,https://pbs.twimg.com/media/DDBIX9QVYAAohGa.jpg,basset,None ,16,13
878057613040115712,2017-06-23,Twitter for iPhone,42102,6917,https://pbs.twimg.com/media/DC98vABUIAA97pz.jpg,French_bulldog,None ,1,14
877736472329191424,2017-06-22,Twitter for iPhone,80123,19402,https://pbs.twimg.com/media/DC5YqoQW0AArOLH.jpg,Chesapeake_Bay_retriever,None ,3,13
877556246731214848,2017-06-21,Twitter for iPhone,22798,3875,https://pbs.twimg.com/media/DC20wEcW0AAf59m.jpg,basset,None ,15,12
877316821321428993,2017-06-21,Twitter for iPhone,27404,5238,https://pbs.twimg.com/media/DCza_vtXkAQXGpC.jpg,Saluki,None ,0,13
877201837425926144,2017-06-20,Twitter for iPhone,27198,5670,https://pbs.twimg.com/media/DCxyahJWsAAddSC.jpg,Pembroke,None ,16,12
876838120628539392,2017-06-19,Twitter for iPhone,20715,3409,https://pbs.twimg.com/media/DCsnnZsVwAEfkyi.jpg,bloodhound,pupper,16,12
876484053909872640,2017-06-18,Twitter for iPhone,18811,2436,https://pbs.twimg.com/media/DCnll_dUQAAkBdG.jpg,golden_retriever,None ,16,13
876120275196170240,2017-06-17,Twitter for iPhone,27992,4758,https://pbs.twimg.com/media/DCiavj_UwAAcXep.jpg,Bernese_mountain_dog,None ,16,13
875747767867523072,2017-06-16,Twitter for iPhone,25257,4354,https://pbs.twimg.com/media/DCdH8YpUQAAiEbL.jpg,Labrador_retriever,None ,16,13
875144289856114688,2017-06-15,Twitter for iPhone,21985,4992,https://pbs.twimg.com/ext_tw_video_thumb/875144175078957056/pu/img/BRi_l7vUdpb93Knf.jpg,Siberian_husky,None ,0,13
875021211251597312,2017-06-14,Twitter for iPhone,25548,4786,https://pbs.twimg.com/media/DCSzF3NVoAAPzT4.jpg,West_Highland_white_terrier,None ,16,12
874680097055178752,2017-06-13,Twitter for iPhone,27929,4712,https://pbs.twimg.com/media/DCN85nGUwAAzG_q.jpg,Labrador_retriever,None ,17,12
874296783580663808,2017-06-12,Twitter for iPhone,26136,4180,https://pbs.twimg.com/media/DCIgSR0XgAANEOY.jpg,cocker_spaniel,pupper,16,13
874057562936811520,2017-06-12,Twitter for iPhone,22726,4019,https://pbs.twimg.com/media/DCFGtdoXkAEsqIw.jpg,flat-coated_retriever,None ,0,12
874012996292530176,2017-06-11,Twitter for iPhone,34820,10643,https://pbs.twimg.com/media/DCEeLxjXsAAvNSM.jpg,Cardigan,puppo,21,13
873580283840344065,2017-06-10,Twitter for iPhone,24354,4014,https://pbs.twimg.com/media/DB-UotKXkAEHXVi.jpg,Newfoundland,None ,16,13
873213775632977920,2017-06-09,Twitter for iPhone,7298,1615,https://pbs.twimg.com/media/DB5HTBGXUAE0TiK.jpg,vizsla,pupper,16,12
872967104147763200,2017-06-09,Twitter for iPhone,27512,5502,https://pbs.twimg.com/media/DB1m871XUAAw5vZ.jpg,Labrador_retriever,doggo,0,12
872820683541237760,2017-06-08,Twitter for iPhone,14796,3762,https://pbs.twimg.com/media/DBzhx0PWAAEhl0E.jpg,pug,None ,14,13
872620804844003328,2017-06-08,Twitter for iPhone,20897,3779,https://pbs.twimg.com/media/DBwr_hzXkAEnZBW.jpg,cocker_spaniel,None ,1,13
872486979161796608,2017-06-07,Twitter for iPhone,40920,9180,https://pbs.twimg.com/media/DBuyRlTUwAAYhG9.jpg,Pembroke,None ,16,12
872261713294495745,2017-06-07,Twitter for iPhone,34446,6458,https://pbs.twimg.com/media/DBrlZk2UQAAfAkd.jpg,Labrador_retriever,None ,1,13
872122724285648897,2017-06-06,Twitter for iPhone,34661,8290,https://pbs.twimg.com/media/DBpm-5UXcAUeCru.jpg,basketball,None ,16,12
871879754684805121,2017-06-06,Twitter for iPhone,38303,11463,https://pbs.twimg.com/media/DBmKAmBXUAE-pQ-.jpg,Shetland_sheepdog,None ,0,13
871762521631449091,2017-06-05,Twitter for iPhone,20396,3550,https://pbs.twimg.com/media/DBkfY58XcAEdzZy.jpg,Labrador_retriever,pupper,16,12
871515927908634625,2017-06-04,Twitter for iPhone,20365,3526,https://pbs.twimg.com/media/DBg_HT9WAAEeIMM.jpg,komondor,doggo,23,12
871032628920680449,2017-06-03,Twitter for iPhone,22839,3886,https://pbs.twimg.com/media/DBaHi3YXgAE6knM.jpg,kelpie,None ,15,13
870804317367881728,2017-06-03,Twitter for iPhone,33925,6367,https://pbs.twimg.com/media/DBW35ZsVoAEWZUU.jpg,home_theater,None ,0,11
870656317836468226,2017-06-02,Twitter for iPhone,12549,2712,https://pbs.twimg.com/media/DBUxSSTXsAA-Jn1.jpg,Pembroke,None ,15,13
870374049280663552,2017-06-01,Twitter for iPhone,83469,26888,https://pbs.twimg.com/media/DBQwlFCXkAACSkI.jpg,golden_retriever,None ,20,13
870308999962521604,2017-06-01,Twitter for iPhone,22026,4258,https://pbs.twimg.com/media/DBP1asiUAAEKZI5.jpg,Greater_Swiss_Mountain_dog,None ,16,13
870063196459192321,2017-05-31,Twitter for iPhone,37048,8575,https://pbs.twimg.com/media/DBMV3NnXUAAm0Pp.jpg,comic_book,None ,23,14
869772420881756160,2017-05-31,Twitter for iPhone,42860,10324,https://pbs.twimg.com/media/DBINZcxXgAQ-R6P.jpg,Pembroke,None ,4,13
869702957897576449,2017-05-30,Twitter for iPhone,28575,6499,https://pbs.twimg.com/media/DBHOOfOXoAABKlU.jpg,Pembroke,None ,23,13
869596645499047938,2017-05-30,Twitter for iPhone,16169,3219,https://pbs.twimg.com/media/DBFtiYqWAAAsjj1.jpg,Chihuahua,doggo,16,12
869227993411051520,2017-05-29,Twitter for iPhone,20674,3900,https://pbs.twimg.com/media/DBAePiVXcAAqHSR.jpg,Pembroke,None ,16,13
868880397819494401,2017-05-28,Twitter for iPhone,66495,14946,https://pbs.twimg.com/media/DA7iHL5U0AA1OQo.jpg,laptop,None ,17,14
868622495443632128,2017-05-28,Twitter for iPhone,27608,5942,https://pbs.twimg.com/media/DA33i0XXsAEQtCA.jpg,Labrador_retriever,None ,0,13
868552278524837888,2017-05-27,Twitter for iPhone,10312,2159,https://pbs.twimg.com/media/DA23sCeVoAE3uF0.jpg,whippet,None ,19,12
867900495410671616,2017-05-26,Twitter for iPhone,24514,4305,https://pbs.twimg.com/media/DAtm5MkXoAA4R6P.jpg,Labrador_retriever,None ,0,12
867774946302451713,2017-05-25,Twitter for iPhone,34499,7563,https://pbs.twimg.com/media/DAr0tDZXUAEMvdu.jpg,Border_collie,None ,16,13
867421006826221569,2017-05-24,Twitter for iPhone,16408,2597,https://pbs.twimg.com/media/DAmyy8FXYAIH8Ty.jpg,Eskimo_dog,puppo,16,12
867051520902168576,2017-05-23,Twitter for iPhone,32774,8149,https://pbs.twimg.com/media/DAhiwb0XcAA8x5Q.jpg,Samoyed,None ,16,13
866686824827068416,2017-05-22,Twitter for iPhone,19681,3614,https://pbs.twimg.com/media/DAcXEWuXkAIBDGJ.jpg,flat-coated_retriever,None ,16,12
866450705531457537,2017-05-22,Twitter for iPhone,124476,36528,https://pbs.twimg.com/media/DAZAUfBXcAAG_Nn.jpg,French_bulldog,pupper,0,13
866334964761202691,2017-05-21,Twitter for iPhone,53574,15009,https://pbs.twimg.com/media/DAXXDQNXgAAoYQH.jpg,Samoyed,None ,16,12
865718153858494464,2017-05-19,Twitter for iPhone,26083,5809,https://pbs.twimg.com/media/DAOmEZiXYAAcv2S.jpg,golden_retriever,None ,23,13
865359393868664832,2017-05-19,Twitter for iPhone,26994,5190,https://pbs.twimg.com/media/DAJfxqGVoAAnvQt.jpg,Chesapeake_Bay_retriever,None ,0,13
865006731092295680,2017-05-18,Twitter for iPhone,28551,7954,https://pbs.twimg.com/media/DAEfCFXUIAA1uqj.jpg,Pembroke,None ,0,13
864873206498414592,2017-05-17,Twitter for iPhone,32970,9048,https://pbs.twimg.com/media/DAClmHkXcAA1kSv.jpg,pole,None ,16,14
864279568663928832,2017-05-16,Twitter for iPhone,14922,3163,https://pbs.twimg.com/media/C_6JrWZVwAAHhCD.jpg,bull_mastiff,None ,0,12
864197398364647424,2017-05-15,Twitter for iPhone,30820,9299,https://pbs.twimg.com/media/C_4-8iPV0AA1Twg.jpg,golden_retriever,None ,19,13
863907417377173506,2017-05-15,Twitter for iPhone,21066,4301,https://pbs.twimg.com/media/C_03NPeUQAAgrMl.jpg,marmot,None ,0,13
863553081350529029,2017-05-14,Twitter for iPhone,15618,4343,https://pbs.twimg.com/ext_tw_video_thumb/863553036815355904/pu/img/B6Dos-XOD8l82tK7.jpg,Eskimo_dog,None ,0,13
863432100342583297,2017-05-13,Twitter for iPhone,24330,5485,https://pbs.twimg.com/media/C_uG6eAUAAAvMvR.jpg,Staffordshire_bullterrier,None ,16,12
863079547188785154,2017-05-12,Twitter for iPhone,8960,1146,https://pbs.twimg.com/media/C_pGRInUwAAmTY_.jpg,Lakeland_terrier,None ,17,14
863062471531167744,2017-05-12,Twitter for iPhone,8739,2576,https://pbs.twimg.com/media/C_o2vKCUwAAgtOp.jpg,French_bulldog,None ,16,13
862831371563274240,2017-05-12,Twitter for iPhone,19625,5284,https://pbs.twimg.com/media/C_lkieeVwAAm0L4.jpg,Australian_terrier,None ,0,13
862722525377298433,2017-05-11,Twitter for iPhone,17473,3686,https://pbs.twimg.com/media/C_kBjuUUIAArs2-.jpg,basset,None ,17,11
862457590147678208,2017-05-11,Twitter for iPhone,21043,5179,https://pbs.twimg.com/media/C_gQmaTUMAAPYSS.jpg,home_theater,None ,0,13
862096992088072192,2017-05-10,Twitter for iPhone,76495,24325,https://pbs.twimg.com/media/C_bIo7QXYAAGfPu.jpg,chow,None ,0,13
861383897657036800,2017-05-08,Twitter for iPhone,36954,11162,https://pbs.twimg.com/media/C_RAFTxUAAAbXjV.jpg,Cardigan,None ,0,13
861288531465048066,2017-05-07,Twitter for iPhone,17632,4349,https://pbs.twimg.com/ext_tw_video_thumb/861288473281437696/pu/img/RERGmRgPyaaaB-tB.jpg,syringe,None ,18,13
861005113778896900,2017-05-06,Twitter for iPhone,17158,3984,https://pbs.twimg.com/media/C_LnlF5VoAEsL1K.jpg,German_shepherd,None ,23,12
860563773140209665,2017-05-05,Twitter for iPhone,7700,2255,https://pbs.twimg.com/media/C_FWL0vVwAA13N7.jpg,Cardigan,None ,18,13
860524505164394496,2017-05-05,Twitter for iPhone,24228,5515,https://pbs.twimg.com/media/C_EyeKuXkAAdxY-.jpg,Bedlington_terrier,None ,16,13
860276583193509888,2017-05-04,Twitter for iPhone,18783,3635,https://pbs.twimg.com/media/C_BQ_NlVwAAgYGD.jpg,lakeside,None ,23,12
860184849394610176,2017-05-04,Twitter for iPhone,17138,6117,https://pbs.twimg.com/media/C-_9jWWUwAAnwkd.jpg,chimpanzee,None ,17,14
859924526012018688,2017-05-04,Twitter for iPhone,20070,4293,https://pbs.twimg.com/media/C-8QypZXcAAekaF.jpg,French_bulldog,None ,0,12
859851578198683649,2017-05-03,Twitter for iPhone,15817,3664,https://pbs.twimg.com/media/C-7OcfyXsAAsqzU.jpg,Labrador_retriever,None ,19,13
859607811541651456,2017-05-03,Twitter for iPhone,19110,1652,https://pbs.twimg.com/media/C-3wvtxXcAUTuBE.jpg,golden_retriever,puppo,3,13
859196978902773760,2017-05-02,Twitter for iPhone,92616,31746,https://pbs.twimg.com/ext_tw_video_thumb/859196962498805762/pu/img/-yBpr4-o4GJZECYE.jpg,Angora,None ,0,12
859074603037188101,2017-05-01,Twitter for iPhone,34891,14281,https://pbs.twimg.com/media/C-wLyufW0AA546I.jpg,revolver,None ,15,13
858843525470990336,2017-05-01,Twitter for iPhone,16000,3649,https://pbs.twimg.com/media/C-s5oYZXkAAMHHq.jpg,golden_retriever,doggo,0,13
858471635011153920,2017-04-30,Twitter for iPhone,22153,5088,https://pbs.twimg.com/media/C-nnZBdXkAAB-wg.jpg,Pembroke,None ,0,13
858107933456039936,2017-04-28,Twitter for iPhone,16210,3058,https://pbs.twimg.com/media/C-icm_WXUAAmuRR.jpg,golden_retriever,None ,23,12
857989990357356544,2017-04-28,Twitter for iPhone,16611,2715,https://pbs.twimg.com/media/C-gxV9ZXkAIBL-S.jpg,French_bulldog,None ,16,12
857746408056729600,2017-04-28,Twitter for iPhone,35317,11167,https://pbs.twimg.com/media/C-dTzBzXUAQRjYz.jpg,Labrador_retriever,None ,0,13
857393404942143489,2017-04-27,Twitter for iPhone,6107,1719,https://pbs.twimg.com/media/C-YSwA_XgAEOr25.jpg,malamute,None ,0,13
857263160327368704,2017-04-26,Twitter for iPhone,20639,4772,https://pbs.twimg.com/media/C-WcS4MXoAADrBU.jpg,Samoyed,None ,16,13
857029823797047296,2017-04-26,Twitter for iPhone,19532,4223,https://pbs.twimg.com/media/C-TIEwMW0AEjb55.jpg,golden_retriever,None ,0,12
856543823941562368,2017-04-24,Twitter for iPhone,16822,3042,https://pbs.twimg.com/media/C-MOEDCXYAEjp7o.jpg,Boston_bull,None ,16,12
856526610513747968,2017-04-24,Twitter for iPhone,12217,1988,https://pbs.twimg.com/media/C-L-aIYXgAIR0jY.jpg,Old_English_sheepdog,None ,15,14
856282028240666624,2017-04-23,Twitter for iPhone,28591,6674,https://pbs.twimg.com/media/C-If9ZwXoAAfDX2.jpg,Chihuahua,None ,23,14
855851453814013952,2017-04-22,Twitter for iPhone,46993,18712,https://pbs.twimg.com/media/C-CYWrvWAAU8AXH.jpg,flat-coated_retriever,puppodoggoNoneNone,18,13
855459453768019968,2017-04-21,Twitter for iPhone,31051,8730,https://pbs.twimg.com/media/C98z1ZAXsAEIFFn.jpg,Blenheim_spaniel,None ,16,12
854732716440526848,2017-04-19,Twitter for iPhone,23724,6493,https://pbs.twimg.com/media/C9ye3b3WAAAlTo0.jpg,Pembroke,None ,16,12
854482394044301312,2017-04-18,Twitter for iPhone,30485,7331,https://pbs.twimg.com/media/C9u7MtmV0AA741s.jpg,Chihuahua,None ,23,13
854365224396361728,2017-04-18,Twitter for iPhone,19647,5000,https://pbs.twimg.com/media/C9tQokgUIAEETSx.jpg,Pembroke,None ,16,13
854120357044912130,2017-04-17,Twitter for iPhone,33238,7985,https://pbs.twimg.com/media/C9px7jyVwAAnmwN.jpg,black-and-tan_coonhound,pupper,23,14
854010172552949760,2017-04-17,Twitter for iPhone,16836,3348,https://pbs.twimg.com/media/C9oNt91WAAAFSLS.jpg,English_springer,NonedoggoflooferNone,16,11
853760880890318849,2017-04-17,Twitter for iPhone,29801,6194,https://pbs.twimg.com/media/C9kq_bbVwAAuRZd.jpg,miniature_pinscher,None ,0,12
853639147608842240,2017-04-16,Twitter for iPhone,36419,10867,https://pbs.twimg.com/media/C9i8RhhXoAAdkMT.jpg,German_shepherd,None ,16,13
853299958564483072,2017-04-15,Twitter for iPhone,16206,3813,https://pbs.twimg.com/media/C9eHyF7XgAAOxPM.jpg,grille,None ,17,13
852912242202992640,2017-04-14,Twitter for iPhone,9452,1975,https://pbs.twimg.com/media/C9YnKK3VoAAxn1E.jpg,Great_Dane,None ,15,12
852672615818899456,2017-04-13,Twitter for iPhone,15609,2302,https://pbs.twimg.com/media/C9VNNp1XkAEWRFb.jpg,golden_retriever,None ,23,12
852553447878664193,2017-04-13,Twitter for iPhone,17132,3768,https://pbs.twimg.com/media/C9Tg1bPW0AkAMDI.jpg,bloodhound,None ,16,13
852311364735569921,2017-04-13,Twitter for iPhone,34675,10622,https://pbs.twimg.com/media/C9QEqZ7XYAIR7fS.jpg,barbell,None ,0,13
852226086759018497,2017-04-12,Twitter Web Client,20936,7330,https://pbs.twimg.com/ext_tw_video_thumb/852223481894903808/pu/img/JWNq40ol4DXvHoUP.jpg,prison,None ,18,14
852189679701164033,2017-04-12,Twitter for iPhone,11991,1696,https://pbs.twimg.com/media/C9OV99SXsAEmj1U.jpg,barrow,None ,16,12
851591660324737024,2017-04-11,Twitter for iPhone,16986,3721,https://pbs.twimg.com/media/C9F2FG5WAAAJ0iN.jpg,Cardigan,None ,0,11
851464819735769094,2017-04-10,Twitter for iPhone,25453,7606,https://pbs.twimg.com/media/C9ECujZXsAAPCSM.jpg,web_site,None ,16,14
851224888060895234,2017-04-10,Twitter for iPhone,21692,6165,https://pbs.twimg.com/media/C9AohFoWsAUmxDs.jpg,car_mirror,None ,0,13
850753642995093505,2017-04-08,Twitter for iPhone,32633,10027,https://pbs.twimg.com/media/C8576jrW0AEYWFy.jpg,pug,None ,16,11
850380195714523136,2017-04-07,Twitter for iPhone,13708,2817,https://pbs.twimg.com/ext_tw_video_thumb/850380153985355777/pu/img/lFouhg-EZvJs8eMr.jpg,Yorkshire_terrier,None ,16,13
850145622816686080,2017-04-07,Twitter for iPhone,17168,4126,https://pbs.twimg.com/media/C8xS655XkAAv9vo.jpg,tennis_ball,None ,0,11
850019790995546112,2017-04-06,Twitter for iPhone,21523,5290,https://pbs.twimg.com/media/C8vgfTsXgAA561h.jpg,Shetland_sheepdog,pupper,16,12
849776966551130114,2017-04-06,Twitter for iPhone,32067,8215,https://pbs.twimg.com/media/C8sDpDWWsAE5P08.jpg,Chihuahua,None ,0,12
849412302885593088,2017-04-05,Twitter for iPhone,16712,3388,https://pbs.twimg.com/media/C8m3-iQVoAAETnF.jpg,schipperke,None ,0,12
849336543269576704,2017-04-04,Twitter for iPhone,12044,2044,https://pbs.twimg.com/media/C8lzFC4XcAAQxB4.jpg,patio,None ,19,11
849051919805034497,2017-04-04,Twitter for iPhone,44718,9225,https://pbs.twimg.com/media/C8hwNxbXYAAwyVG.jpg,fountain,None ,0,13
